pidpr,lisn,kod_pidpor,NAME,KALG,KONTROL,pidvidil,plosha,poroda,KAB_,bonitet,TLU,TL,Povnota,ZONA,zap_all,zap_1_ga,zapas_gol,vik,h,d,KLVK,suh,zapas,zag,likv,SIGN,poroda_short
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:25:7,0,2.5,ДУБ ЧЕРВОНИЙ                                                                                        ,2,1В                                                                                                  ,С2                                                                                                  ,С2ГД  ,0.69,1,0.35,138,0.23,30,17.5,16.8,3,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:25:8,0,0.9,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С2                                                                                                  ,С2ГД  ,0.73,1,0.07,81,0.05,29,9.4,11.2,3,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:25:14,0,11.4,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С2                                                                                                  ,С2ГД  ,0.59,1,2.28,200,1.6,86,22.5,37.5,9,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:25:15,0,0.4,ВІЛЬХА ЧОРНА                                                                                        ,7,3                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.6,1,0.03,63,0.03,24,10.6,13.4,3,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:26:1,0,0.5,ОСИКА                                                                                               ,5,1                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.73,1,0.13,253,0.12,43,20.4,24,5,NA,NA,NA,NA,1,POTR
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:26:3,0,1.5,БЕРЕЗА ПОВИСЛА                                                                                      ,3,1Б                                                                                                  ,С3                                                                                                  ,С3ГДС ,0.71,1,0.33,217,0.33,45,23.1,25.8,5,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:26:5,0,3.5,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.73,1,0.71,204,0.57,58,18.2,20.3,6,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:26:8,0,1.2,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С2                                                                                                  ,С2ГД  ,0.71,1,0.27,226,0.24,71,19.2,22.4,8,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:26:11,0,5.2,ДУБ ЗВИЧАЙНИЙ                                                                                       ,7,3                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.66,1,1.18,226,0.94,109,21.8,37.6,11,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:26:13,0,0.6,БЕРЕЗА ПОВИСЛА                                                                                      ,5,1                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.79,1,0.04,63,0.04,18,8.1,9.6,2,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:26:19,0,1.3,ДУБ ЗВИЧАЙНИЙ                                                                                       ,7,3                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.74,1,0.1,74,0.08,36,9.4,10.1,4,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:27:1,0,1.4,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.75,1,0.18,125,0.16,36,13.1,14.8,4,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:27:2,0,0.5,СОСНА ЗВИЧАЙНА                                                                                      ,3,1Б                                                                                                  ,С2                                                                                                  ,С2ГДС ,0.87,1,0.24,479,0.24,50,25.2,24.8,5,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:27:4,0,1.7,ДУБ ЗВИЧАЙНИЙ                                                                                       ,5,1                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.69,1,0.4,234,0.36,64,21.2,24.3,7,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:27:6,1,0.5,ДУБ ЗВИЧАЙНИЙ                                                                                       ,7,3                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.68,1,0.04,82,0.03,36,9.8,11.2,4,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:27:8,0,0.3,СОСНА ЗВИЧАЙНА                                                                                      ,4,1А                                                                                                  ,С2                                                                                                  ,С2ГДС ,0.76,1,0.11,368,0.11,50,23,30.1,5,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:27:9,0,0.6,ТОПОЛЯ БІЛА                                                                                         ,7,3                                                                                                   ,С2                                                                                                  ,С2ГД  ,0.71,1,0.18,301,0.16,34,21.8,24.8,7,NA,NA,NA,NA,1,POTR
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:27:12,0,0.8,БЕРЕЗА ПОВИСЛА                                                                                      ,4,1А                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.67,1,0.15,184,0.15,45,21.3,24.6,5,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:27:15,0,4.6,ВІЛЬХА ЧОРНА                                                                                        ,2,1В                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.72,1,0.52,114,0.42,19,13.1,15.2,2,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:27:16,0,0.2,БІЛА АКАЦІЯ                                                                                         ,5,1                                                                                                   ,С2                                                                                                  ,С2ГД  ,0.72,1,0.03,174,0.03,56,19.6,24.6,12,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:3,0,2.1,ВІЛЬХА ЧОРНА                                                                                        ,3,1Б                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.7,1,0.34,161,0.24,31,16.2,17.8,4,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:6,0,0.5,ВІЛЬХА ЧОРНА                                                                                        ,4,1А                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.7,1,0.17,340,0.17,64,26,28,7,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:8,0,0.5,ВІЛЬХА ЧОРНА                                                                                        ,5,1                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.8,1,0.16,310,0.1,64,23,28,7,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:9,0,2.6,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С2                                                                                                  ,С2ГД  ,0.77,1,0.66,255,0.53,64,19.2,20.2,7,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:9,1,2.5,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С2                                                                                                  ,С2ГД  ,0.79,1,0.64,255,0.51,64,18.8,23.7,7,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:11,0,1.9,ВІЛЬХА ЧОРНА                                                                                        ,2,1В                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.74,1,0.13,67,0.12,14,9.5,8.9,2,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:11,1,0.3,БЕРЕЗА ПОВИСЛА                                                                                      ,4,1А                                                                                                  ,С3                                                                                                  ,С3ГДС ,0.64,1,0.07,225,0.07,63,25.9,32,7,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:12,0,6.9,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.74,1,1.56,226,1.56,64,19.8,23.7,7,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:16,0,0.8,ДУБ ЗВИЧАЙНИЙ                                                                                       ,7,3                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.64,1,0.19,234,0.13,99,22.8,41.6,10,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:16,1,0.7,ВІЛЬХА ЧОРНА                                                                                        ,4,1А                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.68,1,0.22,312,0.18,68,25.3,30.4,7,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:17,1,0.4,ТОПОЛЯ ЧОРНА                                                                                        ,7,3                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.44,1,0.1,238,0.09,46,26.4,43.6,10,NA,NA,NA,NA,1,POTR
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:18,0,2.7,ВІЛЬХА ЧОРНА                                                                                        ,5,1                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.66,1,0.74,275,0.67,73,23.8,32.1,8,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:21,0,3.8,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.67,1,0.78,206,0.55,64,19.8,23.7,7,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:22,0,3.2,ДУБ ЗВИЧАЙНИЙ                                                                                       ,7,3                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.63,1,0.6,188,0.54,89,19.9,32.2,9,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:23,0,0.5,БІЛА АКАЦІЯ                                                                                         ,5,1                                                                                                   ,С2                                                                                                  ,С2ГД  ,0.68,1,0.1,194,0.07,56,19.6,24.6,12,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:24,0,1.3,ВІЛЬХА ЧОРНА                                                                                        ,3,1Б                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.74,1,0.08,59,0.06,15,8.5,7.8,2,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:25,0,1.5,ВІЛЬХА ЧОРНА                                                                                        ,4,1А                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.78,1,0.39,261,0.31,47,21.4,26.3,5,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:28:26,0,0.6,ВІЛЬХА ЧОРНА                                                                                        ,4,1А                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.71,1,0.07,115,0.07,31,13.9,15.5,4,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:29:1,0,1.7,ВІЛЬХА ЧОРНА                                                                                        ,4,1А                                                                                                  ,С3                                                                                                  ,С3ГД  ,0.71,1,0.22,129,0.16,30,14.2,13.5,3,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:29:3,0,6,ДУБ ЗВИЧАЙНИЙ                                                                                       ,7,3                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.65,1,1.13,188,0.9,89,19.9,32.2,9,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:29:5,0,15,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.71,1,3.38,225,3.04,69,19.7,25.5,7,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:29:6,0,3.1,ДУБ ЗВИЧАЙНИЙ                                                                                       ,5,1                                                                                                   ,Д3                                                                                                  ,Д3ГД  ,0.78,1,0.69,223,0.48,54,19,23.1,6,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:29:7,0,0.6,ОСИКА                                                                                               ,4,1А                                                                                                  ,С3                                                                                                  ,С3ГД  ,0.75,1,0.1,167,0.08,26,15.9,18.2,3,NA,NA,NA,NA,1,POTR
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:29:8,0,1,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,С3                                                                                                  ,С3ГДС ,0.81,1,0.39,391,0.31,79,24.6,36,8,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:29:9,0,1.9,БЕРЕЗА ПОВИСЛА                                                                                      ,4,1А                                                                                                  ,С3                                                                                                  ,С3ГД  ,0.65,1,0.46,242,0.37,69,26.6,31.2,7,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:29:10,0,2,ВІЛЬХА ЧОРНА                                                                                        ,2,1В                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.72,1,0.12,60,0.11,13,8.9,8.2,2,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:29:11,0,3.3,БЕРЕЗА ПОВИСЛА                                                                                      ,4,1А                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.74,1,0.86,261,0.77,69,25.6,29.2,7,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:29:11,1,2.6,БЕРЕЗА ПОВИСЛА                                                                                      ,5,1                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.7,1,0.6,230,0.6,69,25,28,7,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:30:1,0,4.8,БЕРЕЗА ПОВИСЛА                                                                                      ,3,1Б                                                                                                  ,С2                                                                                                  ,С2ГД  ,0.77,1,1.13,236,1.13,48,23.1,31.3,5,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:30:3,0,7.3,СОСНА ЗВИЧАЙНА                                                                                      ,3,1Б                                                                                                  ,С2                                                                                                  ,С2ГДС ,0.87,1,3.14,430,3.14,49,23.2,29.3,5,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:30:4,0,14,ДУБ ЗВИЧАЙНИЙ                                                                                       ,7,3                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.66,1,2.66,190,2.13,79,19.4,26.2,8,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:30:6,0,2,СОСНА ЗВИЧАЙНА                                                                                      ,4,1А                                                                                                  ,С2                                                                                                  ,С2ГДС ,0.7,1,0.44,220,0.31,39,18,20,4,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:31:1,0,1.5,ВІЛЬХА ЧОРНА                                                                                        ,8,4                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.71,1,0.02,16,0.02,18,3.6,4.4,2,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:31:1,1,1,ТОПОЛЯ БІЛА                                                                                         ,7,3                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.38,1,0.19,189,0.15,44,25.4,51,9,NA,NA,NA,NA,1,POTR
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:31:3,0,1.9,ВІЛЬХА ЧОРНА                                                                                        ,5,1                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.79,1,0.56,297,0.56,64,22.7,31.5,7,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:31:5,0,1.4,ВІЛЬХА ЧОРНА                                                                                        ,4,1А                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.77,1,0.36,257,0.32,51,21.4,27.5,6,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:31:6,0,3.4,ВІЛЬХА ЧОРНА                                                                                        ,5,1                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.48,1,0.64,187,0.52,68,23.1,32.5,7,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:31:7,0,14,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.71,1,3.19,228,2.55,74,21.3,29.4,8,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:31:9,0,2.1,ВІЛЬХА ЧОРНА                                                                                        ,4,1А                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.76,1,0.49,234,0.49,46,20.4,26,5,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:32:3,0,0.5,ВІЛЬХА ЧОРНА                                                                                        ,4,1А                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.69,1,0.06,128,0.06,31,15.2,15.5,4,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,КОЗЕЛЕЦЬКЕ лісництво                                                            ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,06:32:8,0,5.5,ВЕРБА ЛАМКА                                                                                         ,8,4                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.58,1,1.27,230,0.89,46,22.6,34,10,NA,NA,NA,NA,1,OTHERS
