lc,map_class,X,Y,lin_100,poly_1_1,poly_1_10,poly_2_1,poly_2_10,poly_3_1,poly_3_10,lin_1,lin_10,lin_50,poly_3_100,poly_3_50,poly_2_100,poly_2_50
crops,"2",372914.999999998,5673344.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",361875.000000002,5656335,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",369014.999999999,5665935,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",349664.999999997,5654505,4.00000,4.00000,4.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,4.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",368984.999999998,5649314.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",346065.000000002,5646285,2.00000,2.00000,2.00000,2.00000,7.00000,7.00000,7.00000,2.00000,2.00000,2.00000,7.00000,7.00000,4.00000,7.00000
crops,"2",361514.999999997,5654264.99999999,2.00000,2.00000,2.00000,2.00000,4.00000,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,4.00000
forest,"2",368055,5645415,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000
crops,"2",354615.000000002,5672415,2.00000,2.00000,2.00000,2.00000,7.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,7.00000,7.00000
forest,"2",372675.000000002,5659395,2.00000,2.00000,2.00000,2.00000,2.00000,3.00000,3.00000,2.00000,2.00000,2.00000,3.00000,3.00000,2.00000,2.00000
crops,"2",362745.000000003,5667975,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",359475.000000002,5643885,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",373395.000000001,5673195,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",373965.000000003,5655134.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",373814.999999998,5653515,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",370155.000000002,5650425.00000001,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",367484.999999998,5649554.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,7.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",361575.000000002,5653995,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",361634.999999999,5643345,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",366464.999999997,5670944.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
forest,"2",369015.000000001,5658675,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",361275.000000001,5649195,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
forest,"2",343455.000000003,5648835,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",371775.000000002,5654115,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",361695,5652405,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",361964.999999999,5646645,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",373455.000000003,5670255,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",357675.000000003,5644185,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",347535.000000003,5674785,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",356445.000000002,5662544.99999999,4.00000,4.00000,4.00000,4.00000,4.00000,2.00000,2.00000,4.00000,4.00000,4.00000,2.00000,2.00000,4.00000,4.00000
crops,"2",374385.000000002,5656065,6.00000,2.00000,6.00000,2.00000,2.00000,2.00000,2.00000,2.00000,6.00000,6.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",349395.000000001,5677995,2.00000,2.00000,2.00000,2.00000,7.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,7.00000,7.00000
crops,"2",364934.999999998,5645055,6.00000,2.00000,6.00000,2.00000,2.00000,3.00000,3.00000,2.00000,6.00000,6.00000,3.00000,3.00000,2.00000,2.00000
crops,"2",362835.000000003,5669895,2.00000,2.00000,2.00000,2.00000,2.00000,6.00000,6.00000,2.00000,2.00000,2.00000,6.00000,6.00000,2.00000,2.00000
crops,"2",352754.999999998,5667945,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",358574.999999997,5677425,2.00000,2.00000,2.00000,6.00000,6.00000,6.00000,6.00000,2.00000,2.00000,2.00000,6.00000,6.00000,6.00000,6.00000
crops,"2",362024.999999999,5655525,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",359505,5658645.00000001,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",365294.999999999,5645745,2.00000,2.00000,2.00000,3.00000,3.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,3.00000,3.00000
crops,"2",356775.000000003,5648415,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",373934.999999997,5665485,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",371565.000000003,5672175,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",358244.999999999,5640915,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",372614.999999999,5648384.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",351134.999999997,5641815,2.00000,2.00000,2.00000,4.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",374084.999999997,5648085,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",372434.999999997,5661735,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",370154.999999999,5643885,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",373785.000000001,5658705,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",363404.999999997,5664465,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",368834.999999999,5642354.99999999,6.00000,2.00000,6.00000,2.00000,2.00000,6.00000,6.00000,2.00000,6.00000,6.00000,6.00000,6.00000,2.00000,2.00000
crops,"2",372945.000000003,5669955,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",343725.000000003,5663235,7.00000,7.00000,7.00000,4.00000,4.00000,2.00000,2.00000,7.00000,7.00000,7.00000,2.00000,2.00000,7.00000,7.00000
crops,"2",354825.000000003,5648205,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",373635.000000001,5643855,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",373425.000000002,5663895,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",358364.999999998,5656485,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",349424.999999998,5660625.00000001,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",360285.000000002,5651895,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
settlement,"2",363164.999999998,5668845,2.00000,2.00000,2.00000,7.00000,7.00000,7.00000,7.00000,2.00000,2.00000,2.00000,7.00000,7.00000,2.00000,6.00000
crops,"2",371025.000000003,5653995,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
forest,"2",353415.000000002,5650665,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,7.00000,7.00000
crops,"2",363855.000000001,5644605,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",364725.000000002,5660535.00000001,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",358065.000000001,5647635,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",374504.999999998,5669384.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",370514.999999998,5650185,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",371354.999999996,5649945,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",365265,5651775,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",349815,5659605,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
settlement,"2",367814.999999999,5642715,2.00000,2.00000,2.00000,2.00000,2.00000,6.00000,6.00000,2.00000,2.00000,2.00000,6.00000,6.00000,2.00000,2.00000
crops,"2",346725.000000002,5649915,6.00000,2.00000,6.00000,6.00000,6.00000,6.00000,6.00000,2.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000
crops,"2",361965.000000002,5654925,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",373395.000000001,5651175,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",368895.000000002,5666595,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
grassland,"2",354494.999999998,5666445,4.00000,4.00000,4.00000,4.00000,4.00000,2.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000
settlement,"2",368445.000000002,5641485,2.00000,2.00000,2.00000,5.00000,5.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,5.00000,5.00000
crops,"2",372884.999999997,5664105,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",370425.000000002,5658074.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",372765.000000003,5658615,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",354375.000000003,5643885,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",368294.999999999,5652675,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",349034.999999999,5677305,2.00000,2.00000,2.00000,2.00000,7.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,7.00000,7.00000
crops,"2",373214.999999998,5647785,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",354495.000000001,5640645,2.00000,2.00000,2.00000,2.00000,7.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,7.00000,7.00000
crops,"2",349545.000000002,5662995,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",364874.999999999,5677905,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",356325,5644275,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",360105,5662395,2.00000,2.00000,2.00000,4.00000,4.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,4.00000,4.00000
crops,"2",366884.999999998,5673825,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",364965,5647965,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",373904.999999998,5642565,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",370034.999999998,5654444.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",365535.000000001,5669055,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",367454.999999998,5674935,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,4.00000,4.00000
crops,"2",367484.999999998,5650425,2.00000,2.00000,2.00000,2.00000,2.00000,7.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",359505,5658585,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",353955,5640555,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",370005.000000003,5647695,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",361784.999999998,5648235,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",366074.999999998,5640345,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",368805.000000002,5652645,2.00000,2.00000,2.00000,2.00000,2.00000,6.00000,6.00000,2.00000,2.00000,2.00000,6.00000,6.00000,2.00000,2.00000
crops,"2",352454.999999998,5640675,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",348464.999999998,5643795,2.00000,2.00000,2.00000,7.00000,7.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,7.00000,7.00000
crops,"2",362684.999999999,5655285,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
forest,"2",358724.999999999,5664375,4.00000,4.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,4.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",370125.000000003,5665875,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",362655.000000002,5663235,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",368144.999999998,5652105,4.00000,4.00000,4.00000,3.00000,2.00000,2.00000,2.00000,4.00000,4.00000,4.00000,2.00000,2.00000,3.00000,3.00000
crops,"2",374564.999999999,5645025,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",355785.000000003,5655855,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",363674.999999999,5661854.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",347565.000000002,5657955,7.00000,4.00000,4.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,7.00000,2.00000,2.00000,7.00000,2.00000
crops,"2",363765.000000004,5675325,2.00000,2.00000,2.00000,4.00000,6.00000,6.00000,6.00000,2.00000,2.00000,2.00000,6.00000,6.00000,6.00000,6.00000
shrubland,"2",346034.999999998,5653215,4.00000,7.00000,7.00000,2.00000,2.00000,2.00000,2.00000,7.00000,7.00000,4.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",368204.999999999,5651835,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",373724.999999997,5672895,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",344024.999999999,5653755,2.00000,7.00000,4.00000,2.00000,2.00000,2.00000,2.00000,7.00000,4.00000,2.00000,2.00000,2.00000,7.00000,2.00000
crops,"2",363885.000000001,5663384.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",349035,5663745,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",362415.000000003,5657325,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",354104.999999999,5652915,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",374144.999999997,5651925,2.00000,2.00000,2.00000,2.00000,2.00000,6.00000,6.00000,2.00000,2.00000,2.00000,6.00000,6.00000,2.00000,2.00000
crops,"2",368625.000000001,5658735,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",367125,5642925,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",359084.999999997,5644515,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",367665,5666475,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",351585.000000003,5660985,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",372945.000000002,5667165,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",357974.999999997,5647005.00000001,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",367064.999999998,5646375,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",374474.999999998,5666445,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",371055.000000002,5652464.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",358605.000000001,5651445,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",365564.999999997,5643855,2.00000,2.00000,2.00000,2.00000,3.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,3.00000,3.00000
crops,"2",374025.000000003,5643885,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",349005.000000002,5642685,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000
crops,"2",354315.000000003,5653395,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",371715.000000003,5664195.00000001,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",369854.999999997,5644155,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",348945.000000002,5657055,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000
crops,"2",370574.999999998,5645535,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
settlement,"2",352245.000000001,5647965,6.00000,2.00000,6.00000,6.00000,6.00000,6.00000,6.00000,2.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000
crops,"2",365264.999999997,5676705,2.00000,2.00000,2.00000,4.00000,7.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",370245.000000002,5647965,6.00000,2.00000,6.00000,6.00000,2.00000,2.00000,2.00000,2.00000,6.00000,6.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",356654.999999997,5652105,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000,2.00000,4.00000,4.00000,2.00000,2.00000
crops,"2",372554.999999997,5659875,2.00000,2.00000,2.00000,5.00000,5.00000,5.00000,5.00000,2.00000,2.00000,2.00000,5.00000,5.00000,5.00000,5.00000
crops,"2",364664.999999998,5656875,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",360885.000000001,5647874.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",371804.999999998,5648595,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
forest,"2",357734.999999997,5656244.99999999,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",355515.000000001,5641455,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
shrubland,"3",362414.999999999,5675834.99999999,3.00000,3.00000,3.00000,3.00000,7.00000,7.00000,7.00000,3.00000,3.00000,3.00000,7.00000,7.00000,7.00000,7.00000
forest,"3",352005.000000003,5677485,3.00000,3.00000,3.00000,3.00000,3.00000,3.00000,3.00000,3.00000,3.00000,3.00000,3.00000,3.00000,3.00000,3.00000
crops,"2",374655,5658825,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",356204.999999998,5674995,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,4.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",355335,5647245,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",363915,5649585.00000001,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000
crops,"2",347204.999999998,5651325,2.00000,2.00000,2.00000,6.00000,6.00000,6.00000,6.00000,2.00000,2.00000,2.00000,6.00000,6.00000,6.00000,6.00000
